分类,公司,上班时间(原文),公司_规范,下班时间(原文),公司_集团,公司评分,评分等级,部门,部门_规范,岗位,岗位_规范,base地,城市,上班时间(标准),下班时间(标准),工作时长_小时,一周工作天数,工作天数(数字),午饭时间,晚饭时间,周三是否特殊,周五是否特殊,新人是否日报/周报,行业,行业细分,补齐标记,备注,35岁比例,福利,外资,来源
互联网,快手,10:30:00,快手,10:00:00,快手,67.5,一般,服务号,客服,产品,产品经理,北京,北京,10:30,22:00,11.5,5,5,12:00,18:00,否,周五大家一般都会早走一会,否,互联网,互联网/软件,,,,,否,总表
互联网,平安,8:55～18:00,平安集团,19:00:00,平安集团,88.8,舒适,健康险,健康险,前端,前端开发,上海,上海,08:55,19:00,10.1,5,5,12:00,18:00,每两周的周三要加班到21:00左右上线项目,否,所有人都需要每周上报每天的工时,互联网， 金融,金融,,,,,否,总表
互联网,美团,10:30:00,美团,09:30:00,美团,70.2,良好,外卖客户端,外卖客户端,前端/客户端,前端开发/客户端开发,北京,北京,10:30,21:30,11,5,5,12:00,18:00,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,微软,10～11,微软,17～18,微软,99.4,舒适,STCA,STCA,SDE,SDE,苏州,苏州,10:00,17:00,7,4,4,12:00,~,否,下午一般可以提前走,否,互联网， 外企,外企,,级别高的大概还是比较忙的，上班时间都是弹性，每周还有2天可以不申请直接在家办公,,,未填写,总表
互联网,善诊,9(迟到一次发100红包）,善诊,21(不能早走，日常22，加班24）,善诊,70.2,良好,产品,产品,产品经理,产品经理,上海,上海,09:00,21:00,12,5,5,未填写,18:00,否,6点下班,周报,互联网,互联网/软件,,无,,,否,总表
互联网,腾讯,10~11点（早餐到10点）,腾讯,21~22点,腾讯,79.1,良好,WXG-技术架构部-基础架构中心,技术/研发,后台开发,后端开发,广州,广州,10:00,21:00,11,5,5,12:00,18:00,未填写,未填写,两三天写一次日报，每周有周会,互联网,互联网/软件,,,,,否,总表
互联网,阿里巴巴,09:45:00,阿里巴巴,21:00（偶尔没活可以提前走）,阿里巴巴,78.5,良好,钉钉,钉钉,运营,运营,杭州,杭州,09:45,21:00,11.2,5,5,12:00,18:00,其实没有,基本可早走,是,互联网,互联网/软件,,,,,否,总表
互联网,美团,10:30:00,美团,22:00:00,美团,70.2,良好,视觉智能部,算法,产品/运营,产品经理/运营,北京,北京,10:30,22:00,11.5,5,5,13:00,13:00,否,否,周报,互联网,互联网/软件,,平均每天10-12小时,,,否,总表
互联网,阿里,10:00:00,阿里巴巴,21:00:00,阿里巴巴,78.5,良好,CTO线-CBU,CTO线-CBU,后端,后端开发,杭州,杭州,10:00,21:00,11,5,5,12:00,18:00,否,18:00下班,第一周日报，后续双周报,互联网,互联网/软件,,下班时间没有很严格，有事可以提前走，也不用请假啥的,,,否,总表
互联网,好大夫在线,09:30:00,好大夫在线,19:30-24:00,好大夫在线,72.2,良好,基础信息事业部,基础信息事业部,服务端,后端开发,北京朝阳,北京,09:30,19:30,10,5,5,12:00,18:30,否,否,日报,互联网,互联网/软件,,公司规定12点跟上线，可以第二天上午不来，但是部门要求跟到两点，公司要求10点前到公司，但是部门要求9:00,,,否,总表
互联网,Newsbreak,10:00-11:00,Newsbreak,19:00-21:00(看当日工作情况，基本9点后没人了),Newsbreak,92.2,舒适,产品部,产品,产品,产品经理,北京,北京,10:00,19:00,9,5,5,12:00,19:00,周三运动日可以提早走,周五一般都可以提早走,未填写,互联网， 外企,外企,,平均每周会有2天需要早8/晚11点跨国开会，不过可以在家远程会议,,,未填写,总表
互联网,星动互娱,08:40:00,星动互娱,18:00:00,星动互娱,89.6,舒适,产品,产品,产品,产品经理,厦门,厦门,08:40,18:00,9.3,5,5,11:50,18:20,否,否,否,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10:00-12:00,腾讯,23:00-01:00,腾讯,79.1,良好,技术架构部,技术/研发,后端,后端开发,广州,广州,10:00,23:00,13,5~7,5,12:00,18:00,否,否,一个月周报,互联网,互联网/软件,,,,,否,总表
互联网,美团,10点到11点,美团,7点到9点,美团,70.2,良好,搜索与nlp部,搜索与nlp部,算法策略,算法,北京,北京,10:00,19:00,9,5,5,未填写,未填写,未填写,未填写,是,互联网,互联网/软件,,,,,否,总表
互联网,aviagames,10,aviagames,21点以后，时不时通宵,aviagames,72.4,良好,it,技术/研发,高级服务端工程师,后端开发,北京,北京,10:00,21:00,11,5,5,未填写,18:00,否,否,周报,互联网， 外企， 游戏,外企,,代码上线动辄通宵，一般一周两次上线,,,未填写,总表
互联网,华为,09:00:00,华为,20:40:00,华为,78.8,良好,2012,未填写,算法,算法,杭州,杭州,09:00,20:40,11.7,月末6天，其他周六看情况,6,12:00,17:30,否,否,是,互联网， 通信,互联网/软件,,,,,否,总表
互联网,北京永航科技股份有限公司,10:00:00,北京永航科技,07:00:00,北京永航科技,91.4,舒适,技术支持中心,技术/研发,程序,程序,北京,北京,10:00,19:00,9,5,5,12:00,未填写,未填写,未填写,否,互联网,互联网/软件,,,,,否,总表
互联网,小米,9点30,小米,9,小米,67.6,一般,互联网业务部,互联网业务部,产品,产品经理,北京,北京,09:30,21:00,11.5,5（视情况加班，不允许调休）,5,12:00,18:00,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10点左右，有事可晚来不用请假,腾讯,9点半左右,腾讯,79.1,良好,微信搜索应用部,微信搜索应用部,后台,后端开发,广州,广州,10:00,21:00,11,5,5,12:00,18:00,是,可以早走,否,互联网,互联网/软件,,工作、技术氛围都很好，同事很nice，好沟通,,,否,总表
互联网,腾讯,10:00:00,腾讯,09:00:00,腾讯,79.1,良好,PCG,PCG,后端研发,后端开发,北京,北京,10:00,21:00,11,5,5,12:00,18:00,否,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,9：30-10：00,腾讯,7-9，做完可早走,腾讯,79.1,良好,CSIG-腾讯医典,CSIG-腾讯医典,后台,后端开发,深圳,深圳,09:30,19:00,9.5,5,5,11:30,17:30,否,否，但是一般很多人周五早走,是,互联网,互联网/软件,,部门管理略混乱，基本靠口口相传,,,否,总表
互联网,tx,9：00（不同项目不同作息）,tx,9：00（不同项目不同作息，9点强制下班，做不完要回家做）,tx,,数据不足,光子设计中心（中台）,设计,视觉设计,设计,深圳,深圳,09:00,09:00,,5,5,11:00,17:00,周三不加班,否,未填写,互联网,互联网/软件,,,,,否,总表
互联网,字节跳动,10:30:00,字节跳动,9+，偶尔早走没事,字节跳动,70.2,良好,视频架构-服务架构,客服,后端,后端开发,上海,上海,10:30,21:00,10.5,5,5,未填写,19:00,双周6点,原则上没有，实际大多可以7点run,统一有周报,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10,腾讯,9+,腾讯,79.1,良好,ieg-北极光A1,ieg-北极光A1,服务器,服务器,上海,上海,10:00,21:00,11,5,5,未填写,18:00,是，18统一run,否,统一周报,互联网,互联网/软件,,,,,否,总表
互联网,蚂蚁集团,10:00:00,蚂蚁集团,一般九点以后，周三周五可以七点走。卷王一般每天10点-11点下班,阿里巴巴,75.5,良好,金融网络技术部,技术/研发,开发工程师,研发,上海,上海,10:00,10:00,,5,5,12:00,18:00,是,是,未填写,互联网,互联网/软件,,,,,否,总表
互联网,幻萌,10:00:00,幻萌,9:00-10:00,幻萌,54.6,偏卷,四叶草R,四叶草R,前端,前端开发,上海,上海,10:00,21:00,11,6,6,14:00,13:00,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,bilibili,10点前,哔哩哔哩,理论7点，实际7点半以后，leader要求24小时内随叫随到,哔哩哔哩,86.5,舒适,游戏事业部,游戏,运营,运营,上海,上海,10:00,19:00,9,5,5,未填写,未填写,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,字节,10,字节跳动,19,字节跳动,70.2,良好,本地建设,本地建设,市场运营,运营,武汉,武汉,10:00,19:00,9,5,5,未填写,未填写,否,未填写,未填写,互联网,互联网/软件,,,,,否,总表
互联网,TRS,09:30:00,TRS,18:30:00,TRS,91.4,舒适,项目开发部,技术/研发,前端,前端开发,成都,成都,09:30,18:30,9,5,5,11:40,18:30,否,否,否,互联网， 民营企业,互联网/软件,,尚可,,,否,总表
互联网,滴滴,实习生十点，正式感觉没有要起十一点以后也有,滴滴,实习生八点或者更早看你自己，正式好像也没有要求，九点也可以前也行,滴滴,76.6,良好,ibt 国际化,ibt 国际化,后端开发,后端开发,北京,北京,10:00,21:00,11,5 不让我加班 呜呜,5,12:00-14:00,06:00,未填写,早点回去？,没写过,互联网,互联网/软件,上班时间;下班时间,氛围极好,,,否,总表
互联网,阿里巴巴,9：00-10：00,阿里巴巴,9：00-9：30,阿里巴巴,78.5,良好,cto线-拍卖,cto线-拍卖,后端,后端开发,杭州,杭州,09:00,09:00,,5,5,12:00,18:00,否,是,周报,互联网， 民营企业,互联网/软件,,,,,否,总表
互联网,腾讯,10-10:30,腾讯,18:00:00,腾讯,79.1,良好,CSIG在线教育中心-企鹅辅导,CSIG在线教育中心-企,产品运营,产品经理,深圳,深圳,10:00,18:00,8,5,5,12:00,17:30,否,否,日报+周报,互联网， 教育,互联网/软件,,不用来了，刚喜提裁员大礼包,,,否,总表
互联网,酷家乐,10：00-10:30,酷家乐,20:00-20:30,酷家乐,79.3,良好,前沿技术研究院,技术/研发,算法工程师,算法,杭州,杭州,10:00,20:00,10,5,5,12:00,18:30,否,七点,周报,互联网,互联网/软件,,强度不大,,,否,总表
互联网,虎牙,11,虎牙,21,虎牙,71.8,良好,营收游戏,游戏,产品/运营,产品经理/运营,广州,广州,11:00,21:00,10,5,5,14:00,13:00,未填写,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10点前,腾讯,21点左右,腾讯,79.1,良好,WXG深圳某部门,未披露,后台开发,后端开发,深圳,深圳,10:00,21:00,11,5,5,12:00,18:00,否,是,有的组全员日报、有的组周报,互联网,互联网/软件,,技术非常落后、无注释无文档、嫡系氛围严重、老油条多、新人背星传统。,,,否,总表
互联网,虾皮（shopee）,10：00~10：20,虾皮（shopee）,19：10~19：30,虾皮（shopee）,87.2,舒适,供应链,供应链/物流,产品,产品经理,深圳,深圳,10:00,19:10,9.2,5,5,12:30,19:00,否,否,entry task做完前需要日报，做完后就是双周报,互联网,互联网/软件,,产品目前还不是很卷。但是已经开始实行OKR（其实是KPI）,,,否,总表
互联网,京东零食,9,京东,9,京东,80.5,良好,数据中台,数据,后端,后端开发,成都,成都,09:00,09:00,,5,5,11:00,19:00,7点下班,7点下班,周报,互联网,互联网/软件,,氛围nice，对新人友好,,,否,总表
互联网,百度,10：00-10：45,百度,09:30:00,百度,75,良好,内容策略部,内容,算法,算法,北京,北京,10:00,21:30,11.5,5,5,12:00,18:00,否,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,上海萌幻网络,10:00:00,上海萌幻网络,21:00-22:00,上海萌幻网络,51.6,偏卷,技术中心,技术/研发,U3D开发,研发,上海,上海,10:00,21:00,11,6,6,12:00,18:00,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10,腾讯,10,腾讯,79.1,良好,微信广告,市场/品牌,产品运营,产品经理,深圳,深圳,10:00,10:00,,5,5,未填写,18:00,否,否,是,互联网,互联网/软件,,卷到起飞，现在周报要发全部门邮件,,,否,总表
互联网,360,10点,奇虎360,7点,奇虎360,85.7,舒适,商业化,销售/商业化,产品,产品经理,北京,北京,10:00,19:00,9,5,5,未填写,未填写,否,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,南京中软国际,09:00:00,南京中软国际,18:30:00,南京中软国际,87,舒适,CBGIT,技术/研发,高级开发工程师,研发,南京,南京,09:00,18:30,9.5,5,5,未填写,未填写,未填写,未填写,未填写,互联网， 其他,互联网/软件,,,,,否,总表
互联网,猿辅导,10:00:00,猿辅导,7-9（大部分7-8）,猿辅导,82.3,良好,斑马,斑马,产品,产品经理,北京,北京,10:00,19:00,9,5,5,未填写,18:00,否,否,未填写,互联网,互联网/软件,,本来还是很香的，不卷。。只不过最近打击的太厉害了，不涨薪了,,,否,总表
互联网,学科网,8.3,学科网,17.3,学科网,90.7,舒适,基础应用,基础应用,研发,研发,北京,北京,08:18,17:18,9,5,5,12:00,17:00,否,开周会，发零食,日报,互联网， 教育,互联网/软件,,不加班,,,否,总表
互联网,英伟达,10.3,英伟达,5.3,英伟达,100,舒适,软件,软件,软件开发,研发,深圳,深圳,10:18,17:18,7,5,5,不固定,未填写,未填写,运动,是,互联网， 机械， 外企,外企,,,,,未填写,总表
互联网,Mobplus,10点前,Mobplus,6点或随意,Mobplus,100,舒适,商务部,销售/商业化,运营兼商务,运营,中国,中国,10:00,18:00,8,5,5,什么时候都可以,什么时候都可以,否,否,没,互联网， 外企,外企,,外企 远程自由工作,,,未填写,总表
互联网,百度,10,百度,9,百度,75,良好,国际化,国际化,运营,运营,深圳,深圳,10:00,21:00,11,5,5,未填写,18:00,否,否,日报,互联网,互联网/软件,,,,,否,总表
互联网,华为,09:00:00,华为,18:00，但是一般要10点左右才下班，部门卷，暗地里统计一个月不超过80小时加班数的人,华为,78.8,良好,云服务,客服,后端,后端开发,深圳,深圳,09:00,18:00,9,基本大小周，有些忙的6天/周,6,12:00,18:00,有组织运动或者可以下班就走,否，一般走得早些,是,互联网,互联网/软件,,很卷，累，技术栈与互联网差不别不大，活多。,,,否,总表
互联网,喜马拉雅,10,喜马拉雅,8,喜马拉雅,72.5,良好,泛知识,泛知识,运营,运营,上海,上海,10:00,20:00,10,5,5,12:00,未填写,否,否,周报,互联网,互联网/软件,,run,,,否,总表
互联网,wifi万能钥匙,10:00:00,wifi万能钥匙,19:00:00,wifi万能钥匙,89.2,舒适,产品,产品,产品,产品经理,上海,上海,10:00,19:00,9,5,5,11:30,未填写,否,否,未填写,互联网,互联网/软件,,,,,否,总表
互联网,字节跳动,10.3,字节跳动,9,字节跳动,70.2,良好,搜索-业务研发,技术/研发,后端,后端开发,北京,北京,10:18,21:00,10.7,5,5,未填写,未填写,双周早下班一次,早下班,未填写,互联网,互联网/软件,,,,,否,总表
互联网,阿里蚂蚁,10.3,蚂蚁集团,7点开始有人走，9点走人高峰,阿里巴巴,75.5,良好,体验技术部,技术/研发,前端,前端开发,杭州,杭州,10:18,19:00,8.7,5,5,12:00,18:00,看组内文化。有的组周三高效日走得早，一般六点半,六点下班高峰,新人，实习生等,互联网,互联网/软件,,,,,否,总表
互联网,京东,11点前,京东,18-20点,京东,80.5,良好,京东零售,电商,前端,前端开发,上海,上海,11:00,18:00,7,五天,5,12:00,18:40,否,否,周报,互联网,互联网/软件,工作天数,组内氛围好，大促近邻可能会加班，加班时间可以换调休,,,否,总表
互联网,百度,10点,百度,8点20陆续走 9点走70%,百度,75,良好,地图,地图,后端,后端开发,北京,北京,10:00,20:20,10.3,5,5,12:00,18:00,否,没事基本早走,都有,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10,腾讯,9.30 -10,腾讯,79.1,良好,WXG 搜索,WXG 搜索,后端,后端开发,广州,广州,10:00,21:00,11,5,5,12:00,18:00,是,是,未填写,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10,腾讯,44449,腾讯,79.1,良好,腾讯云,腾讯云,后端,后端开发,深圳,深圳,10:00,,,5,5,14:00,13:00,未填写,一般走的比较早,未填写,互联网,互联网/软件,,,,,否,总表
互联网,58同城,10,58同城,7,58同城,83.7,良好,产品,产品,产品经理,产品经理,北京,北京,10:00,19:00,9,5,5,未填写,未填写,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,微软,9:00-10:00,微软,17:30:00,微软,99.4,舒适,C+AI,算法,SWE,SWE,上海,上海,09:00,17:30,8.5,5,5,不固定,回家吃,否,否,否,互联网， 外企,外企,,内推发邮件至 ，大量HC,,,未填写,总表
互联网,快手,10:00:00,快手,20:00~21:30,快手,67.5,一般,AI平台,算法,后端,后端开发,北京,北京,10:00,20:00,10,5,5,12:00,19:00,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,普联技术有限公司,08:30:00,普联技术,可以六点走，八点后走算一次加班。大概每个月15次左右不会被约谈，太少会找谈话。周末每加两个小时计一次加班，最多计两次。,普联技术,92.6,舒适,杭州视频,杭州视频,软件工程师,研发,杭州,杭州,08:30,15:00,6.5,5,5,11:50,18:00,否,否,有日报，所有人都有周报,互联网， 通信,互联网/软件,,,,,否,总表
互联网,微博,10:30:00,微博,08:00:00,微博,93.3,舒适,机器学习研发中心,技术/研发,算法,算法,北京,北京,10:30,20:00,9.5,5,5,12:00,17:45,否,是,周报,互联网,互联网/软件,,无pua，打卡9小时可走(有的同事10点来6点下去吃个饭后就走了)，强度适中，适合wlb,,,否,总表
互联网,百度,10.3,百度,20.00-9.00(有事群里说一声可早走),百度,75,良好,商业风控,风控/法务,后端,后端开发,北京,北京,10:18,20:00,9.7,5,5,12:00,17:00,否,六点可下班,日周,互联网,互联网/软件,,,,,否,总表
互联网,莉莉丝,十点,莉莉丝,八点,莉莉丝,89.2,舒适,游戏项目组,游戏,程序,程序,上海,上海,10:00,19:00,9,5,5,12:00,18:00,否,否,有日报周报，比较简短,互联网,互联网/软件,上班时间;下班时间,Base中等，加班不多,,,否,总表
互联网,腾讯,10:00:00,腾讯,20:00-21:00,腾讯,79.1,良好,pcg nbase业务部,pcg nbase业务部,后端,后端开发,上海,上海,10:00,20:00,10,5,5,11:30,17:30,否,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10:30:00,腾讯,21:30+,腾讯,79.1,良好,PCG看点,PCG看点,产品,产品经理,北京,北京,10:30,21:30,11,5,5,未填写,18:00,否,可以提前溜,否,互联网,互联网/软件,,,,,否,总表
互联网,美团,10-10:30,美团,9-9:30,美团,70.2,良好,搜索,搜索,算法,算法,北京,北京,10:00,21:00,11,5,5,未填写,18:00,否,否,周报,互联网,互联网/软件,,氛围挺好的，组内同事愿意分享和交流,,,否,总表
互联网,字节跳动,11点 不打卡没考勤,字节跳动,9－11点,字节跳动,70.2,良好,商业产品－本地行业变现,产品,产品经理,产品经理,上海,上海,11:00,21:00,10,5,5,11:50,18:50,否,否,周报 但不强制,互联网,互联网/软件,,氛围好但是需求多，很卷,,,否,总表
互联网,百度,10:30:00,百度,22:30:00,百度,75,良好,商业策略,商业策略,算法,算法,北京,北京,10:30,22:30,12,5,5,13:00,13:00,否,否,是,互联网,互联网/软件,,,,,否,总表
互联网,商汤,09:30:00,商汤科技,18:30:00,商汤科技,71.9,良好,研究院,技术/研发,算法开发,算法,上海,上海,09:30,18:30,9,5,5,11:30,17:30,未填写,未填写,周报,互联网,互联网/软件,,,,,否,总表
互联网,字节,10:30:00,字节跳动,10点以后,字节跳动,70.2,良好,中台,平台/中台,产品,产品经理,北京,北京,10:30,22:00,11.5,5,5,12:00,18:50,活动日6、7点下班,未填写,有，刚来天天写日报,互联网,互联网/软件,,太卷还没方向、管理乱,,,否,总表
互联网,字节,10:30:00,字节跳动,22:00:00,字节跳动,70.2,良好,战略,战略/投资,实习,实习,北京,北京,10:30,22:00,11.5,5,5,12:00,19:00,是,否,是,互联网,互联网/软件,,,,,否,总表
互联网,哔哩哔哩,11:30:00,哔哩哔哩,07:30:00,哔哩哔哩,86.5,舒适,市场,市场/品牌,市场实习,市场,上海,上海,11:30,19:30,8,5,5,12:00,19:00,未填写,未填写,是,互联网,互联网/软件,,,,,否,总表
互联网,新浪,10:30:00,新浪,20:00:00,新浪,86.6,舒适,微博,微博,搜索算法,算法,北京,北京,10:30,20:00,9.5,5,5,14:00,不固定,否,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,Paypal,10,Paypal,6,Paypal,100,舒适,风控,风控/法务,数据分析,数据分析,上海,上海,10:00,18:00,8,5,5,12:00,未填写,未填写,未填写,未填写,互联网， 金融,金融,,,,,否,总表
互联网,阿里云,10点,阿里巴巴,9~10点,阿里巴巴,78.5,良好,SLB,SLB,开发,研发,杭州,杭州,10:00,21:00,11,5,5,12:00,18:00,活动日,活动日,周报,互联网,互联网/软件,,需要oncall，大概两个月轮一周，组内氛围好，技术好，强度大,,,否,总表
互联网,网易,09:30:00,网易,21:00:00,网易,82.3,良好,人力资源部,人力资源,hrbp,人力资源,杭州,杭州,09:30,21:00,11.5,5,5,12:00,18:00,否,18:00:00,日报+周报,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10:00:00,腾讯,21:00:00,腾讯,79.1,良好,云产品三部,产品,算法,算法,上海,上海,10:00,21:00,11,5,5,14:00,13:00,否,早点走,未填写,互联网,互联网/软件,,,,,否,总表
互联网,美团,10.30左右到即可,美团,9点走的比较多,美团,70.2,良好,金服,金服,系统开发实习,研发,上海,上海,10:00,21:00,11,5,5,12:00,18:00,否,会有活动，可以早走,实习生无日报周报,互联网， 金融,金融,,,,,否,总表
互联网,腾讯,10:00:00,腾讯,20:30~22:00,腾讯,79.1,良好,TEG数平,TEG数平,算法,算法,深圳,深圳,10:00,20:30,10.5,5,5,11:30,17:30,否,吃完饭就走,周报,互联网,互联网/软件,,,,,否,总表
互联网,百度,10:30:00,百度,9:00之后,百度,75,良好,推荐策略部,推荐策略部,算法,算法,上海,上海,10:30,21:00,10.5,5,5,12:30,18:30,否,可以早走,是,互联网,互联网/软件,,日报周报都有,,,否,总表
互联网,百度,10,百度,9,百度,75,良好,meg,meg,前端,前端开发,北京,北京,10:00,21:00,11,5,5,12:00,18:00,否,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,小米,10点左右,小米,9点左右,小米,67.6,一般,手机部相机部,手机部相机部,软开,软开,北京,北京,10:00,21:00,11,5,5,11:00,17:00,否,否,周报,互联网,互联网/软件,,氛围很轻松，工资一般,,,否,总表
互联网,中国银行,08:30:00,中国银行,5:30/9:00,中国银行,87.6,舒适,中银金科,中银金科,前端,前端开发,上海,上海,08:30,17:30,9,5,5,11:30,17:30,无，但周二固定加班到9点,无，但周四固定加班到9点,周报，月报,互联网， 金融,金融,,,,,否,总表
互联网,京东,9.3,京东,9,京东,80.5,良好,零售 数据与技术中心 基础交易质量,技术/研发,测试开发,测试,北京,北京,09:18,21:00,11.7,5,5,14:00,13:00,否,可以7点早走,是 周报and日报,互联网,互联网/软件,,对不起我看到上面那个写八点就能下班的，忍不住了,,,否,总表
互联网,华为,09:00:00,华为,9:00-10:00 小组从PL开始卷 走的很晚,华为,78.8,良好,cbg,cbg,软件开发,研发,上海,上海,09:00,09:00,,月末加班一天 其他双休,5,12:30,17:30,是,是,周报,互联网， 通信,互联网/软件,工作天数,终端OS部门,,,否,总表
互联网,小米,10:30左右（弹性，不打卡）,小米,22:00-24:00 ，视项目情况而定,小米,67.6,一般,手机部-系统软件部,手机部-系统软件部,项目经理,项目管理,北京,北京,10:30,22:00,11.5,5-6（视项目情况而定）,5,12:00,不固定,否,否,有项目周会,互联网， 通信,互联网/软件,,项目紧张时加班较严重,,,否,总表
互联网,伯骐人才（技术猎头公司）,09:30:00,伯骐人才（技术猎头公司）,6点左右,伯骐人才（技术猎头公司）,99.8,舒适,专注研发领域,技术/研发,Founder,Founder,上海,上海,09:30,18:00,8.5,5,5,11:45,自定,未填写,有时提前下班,是,互联网,互联网/软件,,微信号,,,否,总表
互联网,字节,10:30:00,字节跳动,9点,字节跳动,70.2,良好,智能创作,算法,产品,产品经理,北京,北京,10:30,21:00,10.5,5,5,未填写,18:50,双周活动日,未填写,否,互联网,互联网/软件,,氛围不错,,,否,总表
互联网,字节跳动,10:30:00,字节跳动,21点以后，有时候会晚一些,字节跳动,70.2,良好,懂车帝,懂车帝,产品,产品经理,重庆,重庆,10:30,21:00,10.5,大小周,5,12:00,18:50,公司取消大小周后无,一般早点走,未填写,互联网,互联网/软件,工作天数,,,,否,总表
互联网,美团,10点30左右，晚于11点需要提前和tl报备,美团,大部分人都是10点走，有事的话11点12点都有可能,美团,70.2,良好,美团优选,美团优选,后端,后端开发,北京,北京,10:30,11:12,0.7,5,5,12:00,18:00,有固定会议，可能会持续很晚,否,实习生和校招新人发三个月,互联网,互联网/软件,,8点后下班每天30餐补，9点半后打车报销（快车报全价，豪华型85%），有时候晚上很久才能打到车。,,,否,总表
互联网,滴滴,10点半前后,滴滴,最早九点，晚的话十点到凌晨,滴滴,76.6,良好,R lab,R lab,测开,测试,北京,北京,10:00,21:00,11,5,5,12:00,18:00,否,六七点就能下班,是,互联网,互联网/软件,下班时间,超级卷，项目多 管理混乱,,,否,总表
互联网,携程,10:00左右,携程,19:00-22:30弹性,携程,70.2,良好,大住宿BG,大住宿BG,算法,算法,上海,上海,10:00,19:00,9,5,5,13:00,13:00,否,一般可提前下班,周报,互联网,互联网/软件,,,,,否,总表
互联网,ONES,10-10:30,ONES,06:30:00,ONES,94.6,舒适,设计,设计,设计,设计,深圳,深圳,10:00,18:30,8.5,5,5,12:30,18:30,未填写,未填写,未填写,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10:00:00,腾讯,8:00-后,腾讯,79.1,良好,腾讯视频,腾讯视频,客户端,客户端开发,深圳,深圳,10:00,20:00,10,5,5,12:00,18:00,否,有早走的,未填写,互联网,互联网/软件,,,,,否,总表
互联网,阿里,09:30:00,阿里巴巴,9，但日报，干不完就得10-11,阿里巴巴,78.5,良好,CRO,CRO,java,后端开发,杭州,杭州,09:30,21:00,11.5,5,5,12:00,18:00,否,是,日报,互联网， 民营企业,互联网/软件,,氛围不太好，项目管理有点乱，对新人有些push,,,否,总表
互联网,上海晟合坤,9,上海晟合坤,21,上海晟合坤,50,偏卷,后端,后端,后端开发,后端开发,上海,上海,09:00,21:00,12,5,5,11:30,17:30,否,否,日报，所有人,互联网， 金融,金融,,公司福利差，一个人干两个人的活,,,否,总表
互联网,网易,09:30:00,网易,20:00:00,网易,82.3,良好,网易云音乐,网易云音乐,运营,运营,杭州,杭州,09:30,20:00,10.5,5,5,12:00,18:00,否,否,看部门，不强求,互联网,互联网/软件,,不赚钱,,,否,总表
互联网,虎牙,10:30:00,虎牙,21:00:00,虎牙,71.8,良好,移动技术中心,技术/研发,客户端,客户端开发,广州,广州,10:30,21:00,10.5,5,5,12:00,18:30,否,18:30走,周报,互联网,互联网/软件,,看别的部门很多七点多走的，21:00走，第二天可以11点前来,,,否,总表
互联网,腾讯,44512,腾讯,44531,腾讯,79.1,良好,基础产品部,产品,客户端开发,客户端开发,广州,广州,10:00,,,5,5,未填写,18:00,否,否,否,互联网,互联网/软件,上班时间,,,,否,总表
互联网,搜狐,9点30,搜狐,6点30,搜狐,82.7,良好,社交部门（狐友）,社交部门（狐友）,产品,产品经理,北京,北京,09:30,18:30,9,5,5,12:00,回家吃,否,否,周报,互联网,互联网/软件,,,,,否,总表
互联网,腾讯,10:20:00,腾讯,20:20:00,腾讯,79.1,良好,安全,风控/法务,渗透工程师,安全,武汉,武汉,10:20,20:20,10,5,5,11:20,17:30,未填写,未填写,是,互联网,互联网/软件,,,,,否,总表
互联网,紫光展锐,8.3,紫光展锐,5.3,紫光展锐,91.4,舒适,集成研发,技术/研发,AI软件开发,算法,西安,西安,08:18,17:18,9,5,5,11:00,17:00,未填写,未填写,有日报周报,互联网， 通信,互联网/软件,,,,,否,总表
互联网,网易,09:30:00,网易,20:30:00,网易,82.3,良好,互娱·技术中心,技术/研发,开发/算法,研发/算法,杭州,杭州,09:30,20:30,11,5,5,12:00,18:00,否,18:00直接下班,是,互联网,互联网/软件,,,,,否,总表
互联网,小红书,10-10:30,小红书,07:00:00,小红书,65.9,一般,商业部,商业部,广告执行,广告执行,上海,上海,10:00,19:00,9,44322,5.5,12:00,18:00,否,否,否,互联网,互联网/软件,工作天数,,,,否,总表
