公司_规范,集团,分类,记录数,原始名称数,城市数,城市,平均上班,平均下班,平均工时,评分,等级,备注数
现代汽车研发中心,现代汽车研发中心,外企,1,1,1,烟台,08:00,17:00,9.0,89.7,舒适,1
珀金埃尔默,珀金埃尔默,外企,1,1,1,上海,08:30,17:00,8.5,94.2,舒适,0
珠光地产,珠光地产,其他,1,1,1,广州,08:30,17:30,9.0,91.0,舒适,1
珠海广浩捷科技,珠海广浩捷科技,其他,1,1,1,珠海,08:00,20:00,12.0,47.3,偏卷,0
珠海水控,珠海水控,其他,1,1,1,珠海,08:30,17:30,9.0,91.0,舒适,1
班德康斯（杭州）国际贸易,班德康斯（杭州）国际贸易,互联网,1,1,1,杭州,,,,,数据不足,1
理光图像技术（上海）,理光图像技术（上海）,其他,1,1,1,上海,08:00,17:00,9.0,89.7,舒适,1
理想汽车,理想汽车,其他,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,1
瑆玥微光(北京)科技,瑆玥微光(北京)科技,互联网,1,1,1,北京,09:00,18:30,9.5,81.0,良好,0
瑛太莱,瑛太莱,其他,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
白龙马云行科技,白龙马云行科技,互联网,1,1,1,北京,10:00,22:00,12.0,46.8,偏卷,0
百世快递,百世快递,互联网,1,1,1,杭州,10:00,,,,数据不足,0
甄云科技,甄云科技,互联网,1,1,1,上海,09:30,18:00,8.5,96.8,舒适,1
用友,用友,互联网,1,1,1,深圳,08:30,17:30,9.0,91.0,舒适,0
用友北京,用友北京,金融,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
用友汽车,用友汽车,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
用友金融,用友金融,金融,1,1,1,广州,09:30,13:00,3.5,100.0,舒适,1
申万宏源研究所,申万宏源研究所,金融,1,1,1,上海,10:00,21:00,11.0,57.6,一般,0
申万宏源证券,申万宏源证券,金融,1,1,1,合肥,08:30,17:00,8.5,94.2,舒适,0
上海中梁,上海中梁,其他,1,1,1,广州,08:30,09:00,0.5,100.0,舒适,1
上海丰凡文化传媒,上海丰凡文化传媒,互联网,1,1,1,广州,10:00,21:00,11.0,57.6,一般,1
上海久华信息科技,上海久华信息科技,互联网,1,1,1,上海,09:00,18:50,9.8,83.6,良好,1
上海义悠网络科技,上海义悠网络科技,互联网,1,1,1,上海,10:00,21:30,11.5,46.2,偏卷,0
万家数科,万家数科,其他,1,1,1,深圳,08:00,17:00,9.0,89.7,舒适,1
万朋教育,万朋教育,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
万物心选,万物心选,互联网,1,1,1,北京,10:00,20:00,10.0,78.4,良好,0
百辐数据科技,百辐数据科技,其他,1,1,1,成都,09:00,18:00,9.0,92.4,舒适,0
皖小斌小葱伴豆腐,皖小斌小葱伴豆腐,其他,1,1,1,,08:30,21:30,13.0,31.1,很卷,1
盈天地科技,盈天地科技,金融,1,1,1,苏州,08:30,17:30,9.0,86.5,舒适,1
电脑公司,电脑公司,互联网,1,1,1,山东临沂,08:30,17:30,9.0,85.0,舒适,0
电装,电装,其他,1,1,1,上海,08:00,08:00,,,数据不足,0
电装（杭州）,电装（杭州）,其他,1,1,1,杭州,08:00,17:00,9.0,92.7,舒适,1
电讯盈科,电讯盈科,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
电讯盈科科技信息（广州）,电讯盈科科技信息（广州）,互联网,1,1,1,广州,09:00,18:00,9.0,92.4,舒适,1
电魂,电魂,其他,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
畅博思,畅博思,互联网,1,1,1,厦门,08:30,18:00,9.5,87.9,舒适,1
畅游,畅游,互联网,1,1,1,北京,10:00,10:00,,,数据不足,0
畅移,畅移,互联网,1,1,1,西安,09:30,19:00,9.5,81.6,良好,0
畅聊天下,畅聊天下,互联网,1,1,1,北京,10:00,22:00,12.0,40.8,偏卷,0
畅行云,畅行云,互联网,1,1,1,浙江桐乡,08:30,17:00,8.5,94.2,舒适,0
番糖游戏,番糖游戏,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
白帽汇,白帽汇,互联网,1,1,1,北京,09:30,,,,数据不足,0
一览,一览,互联网,1,1,1,深圳,08:30,18:00,9.5,87.9,舒适,1
一面数据,一面数据,互联网,1,1,1,深圳,10:00,19:00,9.0,89.2,舒适,0
丁香园,丁香园,互联网,1,1,1,杭州,10:00,21:00,11.0,57.6,一般,0
七七一研究所,七七一研究所,其他,1,1,1,西安,08:00,19:30,11.5,51.2,偏卷,1
盛趣游戏（原盛大游戏）,盛趣游戏（原盛大游戏）,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
盛路通信,盛路通信,其他,1,1,1,佛山,08:00,21:00,13.0,41.0,偏卷,1
盛通科技教育,盛通科技教育,其他,1,1,1,北京,15:00,21:00,6.0,93.1,舒适,1
盛邦安全,盛邦安全,互联网,1,1,1,淄博,08:30,17:30,9.0,91.0,舒适,0
百丽,百丽,互联网,1,1,1,深圳,09:00,09:00,,,数据不足,0
百丽国际,百丽国际,其他,1,1,1,深圳,09:00,21:00,12.0,50.0,偏卷,1
百分点科技,百分点科技,互联网,1,1,1,沈阳,09:30,18:30,9.0,91.4,舒适,1
百助,百助,互联网,1,1,1,马鞍山,09:00,21:00,12.0,44.0,偏卷,1
百威亚太,百威亚太,外企,1,1,1,全国工厂,08:00,17:00,9.0,89.7,舒适,1
百时教育,百时教育,其他,1,1,1,沈阳,02:00,00:00,22.0,35.0,很卷,1
百田,百田,互联网,1,1,1,广州,09:00,18:30,9.5,87.0,舒适,1
百融云创,百融云创,互联网,1,1,1,北京,10:00,,,,数据不足,1
石药,石药,其他,1,1,1,石家庄,08:00,17:30,9.5,80.6,良好,1
盈峰中联环境产业,盈峰中联环境产业,其他,1,1,1,长沙,08:00,17:30,9.5,83.6,良好,1
盈峰环境,盈峰环境,其他,1,1,1,佛山,08:30,18:00,9.5,87.9,舒适,1
盈科外服,盈科外服,其他,1,1,1,广州,09:00,17:30,8.5,95.5,舒适,0
益丰大药房,益丰大药房,互联网,1,1,1,长沙,08:30,18:00,9.5,87.9,舒适,1
益普索,益普索,互联网,1,1,1,上海,10:30,21:00,10.5,60.8,一般,1
盒马,盒马,其他,1,1,1,,07:00,15:00,8.0,90.0,舒适,0
盖茨优霓塔传动系统,盖茨优霓塔传动系统,其他,1,1,1,上海,08:30,16:50,8.3,95.4,舒适,1
盛拓传媒,盛拓传媒,其他,1,1,1,长沙,09:30,19:00,9.5,86.1,舒适,0
三七,三七,互联网,1,1,1,广州,09:18,10:18,1.0,100.0,舒适,0
三星数据,三星数据,互联网,1,1,1,西安,,,,,数据不足,0
三星电机,三星电机,其他,1,1,1,深圳,,16:00,,,数据不足,0
一汽丰田,丰田,其他,1,1,1,天津,08:00,17:00,9.0,89.7,舒适,1
一汽解放,一汽解放,其他,1,1,1,即墨,08:00,16:30,8.5,100.0,舒适,0
一级VC公司,一级VC公司,金融,1,1,1,上海,09:00,,,,数据不足,1
一街,一街,其他,1,1,1,呼和浩特,09:00,18:00,9.0,92.4,舒适,1
zeku,zeku,其他,1,1,1,上海,09:00,09:00,,,数据不足,0
福州新大陆,福州新大陆,互联网,1,1,1,福州,08:25,17:45,9.3,88.9,舒适,1
福州来玩互娱网络科技,福州来玩互娱网络科技,互联网,1,1,1,福州,09:00,18:00,9.0,92.4,舒适,1
福州海牛,福州海牛,互联网,1,1,1,福州,09:00,21:00,12.0,50.0,偏卷,0
盟广信息技术,盟广信息技术,互联网,1,1,1,上海,09:00,20:00,11.0,60.8,一般,0
盟拓苏州软件,盟拓苏州软件,其他,1,1,1,苏州,09:00,18:00,9.0,92.4,舒适,0
直觉泵,直觉泵,其他,1,1,1,上海,,,,,数据不足,0
相芯,相芯,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,1
省水利厅,省水利厅,其他,1,1,1,广州,08:30,17:30,9.0,91.0,舒适,0
省级投资类国企,省级投资类国企,金融,1,1,1,郑州,08:00,18:00,10.0,83.4,良好,1
睿狮博斐(MullenLowe Profero),睿狮博斐(MullenLowe Profero),外企,1,1,1,上海,09:30,18:30,9.0,91.4,舒适,1
知行汽车科技(苏州）,知行汽车科技(苏州）,其他,1,1,1,苏州,09:00,19:00,10.0,81.6,良好,0
知识空间,知识空间,其他,1,1,1,广州,,,,,数据不足,0
知道创宇,知道创宇,互联网,1,1,1,成都,,05:00,,,数据不足,1
石头科技,石头科技,其他,1,1,1,深圳,09:00,21:00,12.0,50.0,偏卷,1
石家庄国为知识产权事务所,石家庄国为知识产权事务所,其他,1,1,1,石家庄,08:00,17:00,9.0,89.7,舒适,1
福鼎市博立优品包装,福鼎市博立优品包装,互联网,1,1,1,福鼎,08:00,18:00,10.0,77.4,良好,1
碧生源,碧生源,其他,1,1,1,杭州,09:00,19:00,10.0,81.6,良好,0
神州信息,神州信息,互联网,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
神州联保,神州联保,其他,1,1,1,广州,08:30,18:00,9.5,81.9,良好,1
祺曜互娱,祺曜互娱,互联网,1,1,1,广州,,,,,数据不足,1
七猫,七猫,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
万向信托,万向信托,金融,1,1,1,上海,09:00,17:00,8.0,98.7,舒适,0
ucloud,ucloud,互联网,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,1
umu,umu,互联网,1,1,1,北京,10:00,10:00,,,数据不足,0
updis,updis,其他,1,1,1,深圳,09:30,18:00,8.5,99.8,舒适,0
versa,versa,互联网,1,1,1,上海,10:00,21:00,11.0,60.6,一般,0
vmware,vmware,互联网,1,1,1,北京,09:30,17:00,7.5,100.0,舒适,0
vt,vt,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
wifi万能钥匙,wifi万能钥匙,互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
xsky,xsky,互联网,1,1,1,深圳,09:30,18:30,9.0,91.4,舒适,1
xx市公安局,xx市公安局,其他,1,1,1,,07:00,18:00,11.0,70.1,良好,1
秒可,秒可,其他,1,1,1,广州,09:00,18:30,9.5,81.0,良好,1
稀途（杭州）,稀途（杭州）,其他,1,1,1,杭州,09:00,09:00,,,数据不足,1
福建国通星驿,福建国通星驿,互联网,1,1,1,福州,08:30,19:30,11.0,61.7,一般,1
福建慧舟信息科技,福建慧舟信息科技,互联网,1,1,1,福州,08:30,18:00,9.5,87.9,舒适,1
福建新大陆软件工程,福建新大陆软件工程,互联网,1,1,1,福州,08:35,17:35,9.0,91.3,舒适,0
福建星云电子,福建星云电子,其他,1,1,1,福州,08:30,20:30,12.0,44.9,偏卷,1
福建永福电力,福建永福电力,其他,1,1,1,福州,08:40,11:45,3.1,100.0,舒适,1
福建福清核电,福建福清核电,其他,1,1,1,福清,09:00,19:00,10.0,81.6,良好,0
福建美生活科技服务,福建美生活科技服务,互联网,1,1,1,福州,09:00,18:00,9.0,92.4,舒适,1
福建融韵通生态科技,福建融韵通生态科技,互联网,1,1,1,福州,08:30,17:30,9.0,91.0,舒适,1
福建顶点软件,福建顶点软件,其他,1,1,1,福州,08:18,19:18,11.0,62.0,一般,1
福昕,福昕,互联网,1,1,1,成都,08:00,17:00,9.0,89.7,舒适,1
福特汽车工程研究（南京）,福特汽车工程研究（南京）,外企,1,1,1,南京,09:00,17:20,8.3,96.8,舒适,0
福耀,福耀,其他,1,1,1,福清,07:18,17:00,9.7,85.3,舒适,0
福耀玻璃,福耀玻璃,其他,1,1,1,郑州,07:18,07:18,,,数据不足,0
福讯信息（万物云子公司）,福讯信息（万物云子公司）,互联网,1,1,1,深圳,09:00,20:00,11.0,60.8,一般,1
soulapp,soulapp,互联网,1,1,1,北京,09:30,21:00,11.5,54.4,偏卷,0
sunrise,sunrise,其他,1,1,1,宁波,08:45,17:15,8.5,94.8,舒适,0
第一创业证券,第一创业证券,金融,1,1,1,深圳,08:30,17:30,9.0,91.0,舒适,1
第一太平戴维斯,第一太平戴维斯,外企,1,1,1,厦门,09:00,18:00,9.0,92.4,舒适,1
第一服务,第一服务,其他,1,1,1,北京,08:18,18:00,9.7,86.1,舒适,0
简寻,简寻,互联网,1,1,1,北京,09:00,19:00,10.0,81.6,良好,1
管理咨询,管理咨询,互联网,1,1,1,南京,09:30,17:30,8.0,100.0,舒适,1
禾苗(武汉)信息技术,禾苗(武汉)信息技术,互联网,1,1,1,武汉,09:00,18:00,9.0,89.4,舒适,1
禾连健康,禾连健康,互联网,1,1,1,杭州,09:00,20:00,11.0,60.8,一般,1
私募股权,私募股权,金融,1,1,1,青岛,08:30,17:30,9.0,91.0,舒适,1
科华数据（原名科华恒盛）,科华数据（原名科华恒盛）,其他,1,1,1,厦门,08:18,09:18,1.0,100.0,舒适,1
科华数据（科华恒盛）,科华数据（科华恒盛）,其他,1,1,1,厦门,08:30,21:30,13.0,34.1,很卷,1
科大国创云网,科大国创云网,其他,1,1,1,合肥,09:00,18:00,9.0,92.4,舒适,0
科大讯飞深圳,科大讯飞深圳,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
科通芯城,科通芯城,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
科锐半导体,科锐半导体,外企,1,1,1,惠州,08:00,20:00,12.0,39.8,很卷,0
立信会计事务所,立信会计事务所,其他,1,1,1,上海,,23:00,,,数据不足,0
立信会计师事务所,立信会计师事务所,金融,1,1,1,上海,10:00,23:00,13.0,24.0,很卷,1
立信会计师事务所浙江分所,立信会计师事务所浙江分所,金融,1,1,1,杭州,09:00,,,,数据不足,1
童程童美,童程童美,其他,1,1,1,杭州,09:00,21:00,12.0,44.0,偏卷,1
zoom,zoom,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
一亩田,一亩田,互联网,1,1,1,北京,10:00,20:00,10.0,78.4,良好,0
一川机械,一川机械,互联网,1,1,1,东莞,08:00,20:00,12.0,45.8,偏卷,1
一汽,一汽,其他,1,1,1,长春,08:18,18:00,9.7,86.1,舒适,1
shein,shein,互联网,1,1,1,深圳,,20:00,,,数据不足,1
shopee 虾皮,shopee 虾皮,互联网,1,1,1,深圳,10:00,19:30,9.5,83.8,良好,1
sieyuan,sieyuan,其他,1,1,1,常州,08:00,20:00,12.0,45.8,偏卷,1
silergy,silergy,其他,1,1,1,上海,09:00,18:30,9.5,87.0,舒适,0
smartnews,smartnews,互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
smic,smic,其他,1,1,1,北京,08:30,09:00,0.5,100.0,舒适,1
sofsy,sofsy,外企,1,1,1,珠海,09:00,18:00,9.0,92.4,舒适,0
soul,soul,互联网,1,1,1,上海,10:00,21:00,11.0,57.6,一般,0
onet,onet,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
维正,维正,其他,1,1,1,杭州,08:00,18:00,10.0,77.4,良好,0
维正知识产权,维正知识产权,互联网,1,1,1,深圳,08:00,18:00,10.0,77.4,良好,1
维正知识产权科技,维正知识产权科技,其他,1,1,1,天津,08:00,21:00,13.0,35.0,很卷,0
维谛技术,维谛技术,外企,1,1,1,深圳,07:00,16:00,9.0,89.7,舒适,0
维谛软件（深圳）,维谛软件（深圳）,外企,1,1,1,深圳,07:00,16:00,9.0,89.7,舒适,0
米画师,米画师,互联网,1,1,1,北京,,18:00,,,数据不足,0
粉象生活,粉象生活,互联网,1,1,1,杭州,09:00,18:30,9.5,87.0,舒适,1
精鼎医药,精鼎医药,外企,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
索尼,索尼,互联网,1,1,1,北京,10:30,18:30,8.0,97.8,舒适,1
紫光摩度教育科技,紫光摩度教育科技,互联网,1,1,1,南昌,09:00,18:30,9.5,82.5,良好,0
紫光电子商务,紫光电子商务,其他,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
红星新闻网,红星新闻网,互联网,1,1,1,成都,07:00,16:00,9.0,89.7,舒适,1
红狮,红狮,其他,1,1,1,金华,08:00,08:00,,,数据不足,0
税友,税友,其他,1,1,1,杭州,09:00,22:00,13.0,39.2,很卷,0
立乐教育科技（上海）,立乐教育科技（上海）,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
纸贵科技,纸贵科技,互联网,1,1,1,西安,09:00,18:00,9.0,92.4,舒适,0
经纬恒润,经纬恒润,互联网,1,1,1,天津,09:00,20:00,11.0,60.8,一般,0
统信,统信,互联网,1,1,1,成都,09:00,18:00,9.0,92.4,舒适,0
统信软件,统信软件,其他,1,1,1,武汉,08:00,18:00,10.0,83.4,良好,1
统信软件技术,统信软件技术,互联网,1,1,1,北京,08:00,17:00,9.0,89.7,舒适,0
维妥科技,维妥科技,其他,1,1,1,杭州,10:00,20:00,10.0,78.4,良好,0
维恩贝特,维恩贝特,金融,1,1,1,深圳,09:00,22:00,13.0,36.2,很卷,0
synology群晖,synology群晖,互联网,1,1,1,海外,10:00,19:00,9.0,89.2,舒适,0
tp-link,tp-link,互联网,1,1,1,深圳,08:30,18:00,9.5,87.9,舒适,0
tx,tx,互联网,1,1,1,深圳,09:00,09:00,,,数据不足,0
lenovo,lenovo,互联网,1,1,1,北京,09:30,18:30,9.0,91.4,舒适,0
marryU,marryU,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,1
meitu,meitu,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
memblaze,memblaze,互联网,1,1,1,北京,09:00,18:30,9.5,90.0,舒适,1
nvidia,nvidia,外企,1,1,1,上海,09:30,18:00,8.5,96.8,舒适,0
ondenand,ondenand,互联网,1,1,1,北京,09:00,17:00,8.0,98.7,舒适,0
haier,haier,其他,1,1,1,青岛,09:00,20:00,11.0,54.8,偏卷,0
美菜,美菜,互联网,1,1,1,北京,,,,,数据不足,0
美通社,美通社,互联网,1,1,1,北京,,17:00,,,数据不足,1
群邑,群邑,外企,1,1,1,上海,10:30,19:00,8.5,92.4,舒适,1
维音数码,维音数码,其他,1,1,1,上海,09:00,18:30,9.5,87.0,舒适,0
绿地集团山东事业部,绿地集团山东事业部,其他,1,1,1,济南,08:30,17:30,9.0,91.0,舒适,1
绿城,绿城,其他,1,1,1,浙江某城,08:30,21:00,12.5,39.5,很卷,1
绿城服务,绿城服务,其他,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
绿巢智慧数据,绿巢智慧数据,互联网,1,1,1,北京,09:00,,,,数据不足,0
绿盟科技,绿盟科技,其他,1,1,1,武汉,09:30,20:00,10.5,65.2,一般,1
绿米,绿米,互联网,1,1,1,深圳,09:30,18:30,9.0,91.4,舒适,1
编程猫,编程猫,互联网,1,1,1,深圳,09:00,21:00,12.0,50.0,偏卷,0
网联清算,网联清算,互联网,1,1,1,北京,10:00,19:00,9.0,89.2,舒适,1
网营科技,网营科技,其他,1,1,1,杭州,15:00,18:00,3.0,100.0,舒适,0
网龙,网龙,互联网,1,1,1,福州,10:00,20:00,10.0,78.4,良好,0
纵腾,纵腾,其他,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
罗布乐思,罗布乐思,互联网,1,1,1,深圳,10:00,18:00,8.0,100.0,舒适,0
美企工程公司,美企工程公司,外企,1,1,1,上海,08:00,17:00,9.0,89.7,舒适,0
美伽,美伽,其他,1,1,1,苏州,09:00,21:00,12.0,44.0,偏卷,1
美敦力,美敦力,外企,1,1,1,上海,08:00,,,,数据不足,1
美智,美智,其他,1,1,1,北京,09:00,20:00,11.0,56.3,一般,0
qualcomm,qualcomm,互联网,1,1,1,深圳,10:00,20:00,10.0,78.4,良好,1
q房网,q房网,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
realme,realme,互联网,1,1,1,深圳,09:00,19:30,10.5,66.2,一般,0
redhat,redhat,互联网,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,0
shede酒,shede酒,其他,1,1,1,北京,09:00,20:00,11.0,60.8,一般,1
didi,didi,互联网,1,1,1,北京,11:00,22:00,11.0,53.1,偏卷,0
ebay,ebay,外企,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,0
e签包,e签包,互联网,1,1,1,杭州,10:00,21:00,11.0,57.6,一般,1
fanruan,fanruan,互联网,1,1,1,无锡,09:00,17:00,8.0,98.7,舒适,0
garena,garena,互联网,1,1,1,上海,10:00,20:30,10.5,63.0,一般,0
gllue,gllue,其他,1,1,1,上海,09:15,18:00,8.8,94.3,舒适,1
assaabloy,assaabloy,外企,1,1,1,上海,,18:00,,,数据不足,1
autox,autox,互联网,1,1,1,深圳,09:18,18:00,8.7,95.1,舒适,0
腾信信息技术,腾信信息技术,互联网,1,1,1,重庆,09:18,18:18,9.0,91.8,舒适,1
腾竞体育,腾竞体育,互联网,1,1,1,上海,11:00,22:00,11.0,53.1,偏卷,1
自如信息科技,自如信息科技,互联网,1,1,1,北京,09:30,,,,数据不足,0
翱捷科技,翱捷科技,其他,1,1,1,成都,10:00,20:00,10.0,78.4,良好,1
老坛子泡菜,老坛子泡菜,其他,1,1,1,眉山,08:30,17:30,9.0,85.0,舒适,1
考虫,考虫,其他,1,1,1,济南,09:00,18:00,9.0,92.4,舒适,0
联友,联友,其他,1,1,1,广州,08:30,18:00,9.5,87.9,舒适,0
联易融,联易融,互联网,1,1,1,深圳,09:30,18:00,8.5,96.8,舒适,1
联联周边游,联联周边游,互联网,1,1,1,成都,09:30,18:00,8.5,96.8,舒适,1
联蔚数据,联蔚数据,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
联行科技,联行科技,互联网,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,1
联赢激光,联赢激光,其他,1,1,1,深圳,09:00,18:00,9.0,86.4,舒适,0
联邦车网,联邦车网,互联网,1,1,1,广州,09:00,19:00,10.0,81.6,良好,1
聚师网,聚师网,互联网,1,1,1,北京,09:00,20:00,11.0,60.8,一般,0
聚玻网/火山口,聚玻网/火山口,其他,1,1,1,杭州,08:00,17:30,9.5,86.6,舒适,1
聚通达,聚通达,互联网,1,1,1,北京,09:00,18:15,9.2,90.0,舒适,0
肇庆现代筑美家居,肇庆现代筑美家居,其他,1,1,1,广东肇庆,08:00,17:30,9.5,80.6,良好,1
股一科技,股一科技,互联网,1,1,1,杭州,10:00,19:00,9.0,89.2,舒适,0
肯耐珂萨,肯耐珂萨,其他,1,1,1,上海,09:30,19:00,9.5,86.1,舒适,0
育儿网,育儿网,互联网,1,1,1,南京,09:00,18:00,9.0,92.4,舒适,1
育碧中国,育碧中国,互联网,1,1,1,上海,,06:00,,,数据不足,1
育碧成都,育碧成都,互联网,1,1,1,成都,09:00,18:00,9.0,92.4,舒适,1
能链,能链,互联网,1,1,1,北京,09:18,21:00,11.7,52.7,偏卷,0
insta360,insta360,互联网,1,1,1,前海人寿金融中心,09:30,18:00,8.5,96.8,舒适,1
italic,italic,互联网,1,1,1,上海,07:30,17:00,9.5,86.6,舒适,1
klook,klook,互联网,1,1,1,深圳,09:30,19:00,9.5,86.1,舒适,1
kuasgshi,kuasgshi,互联网,1,1,1,北京,10:00,19:00,9.0,89.2,舒适,0
airoha,airoha,互联网,1,1,1,南京,09:00,18:00,9.0,92.4,舒适,1
amd,amd,其他,1,1,1,上海,07:00,16:00,9.0,77.7,良好,0
aptiv,aptiv,互联网,1,1,1,苏州,09:00,17:15,8.2,97.4,舒适,0
艾臣,艾臣,其他,1,1,1,长沙,08:25,19:00,10.6,66.2,一般,0
芯华章科技,芯华章科技,互联网,1,1,1,南京,09:00,18:00,9.0,92.4,舒适,1
芯耘,芯耘,其他,1,1,1,杭州,09:00,19:00,10.0,81.6,良好,0
自如寓（北京）酒店管理,自如寓（北京）酒店管理,互联网,1,1,1,上海,09:00,19:00,10.0,81.6,良好,0
自如房屋租赁,自如房屋租赁,其他,1,1,1,,09:00,19:00,10.0,69.6,一般,1
自媒体,自媒体,互联网,1,1,1,郑州,09:00,18:18,9.3,83.1,良好,0
至真科技,至真科技,其他,1,1,1,广州,09:10,18:30,9.3,88.7,舒适,0
致同会计师事务所（特殊普通合伙）,致同会计师事务所（特殊普通合伙）,金融,1,1,1,北京,09:30,17:00,7.5,100.0,舒适,1
致同深圳,致同深圳,互联网,1,1,1,深圳,09:00,18:00,9.0,80.4,良好,1
致远互联,致远互联,互联网,1,1,1,成都,09:00,18:00,9.0,92.4,舒适,1
臻格生物,臻格生物,外企,1,1,1,上海,08:30,17:30,9.0,91.0,舒适,1
航天804,航天804,其他,1,1,1,上海,08:00,17:30,9.5,80.6,良好,1
航天科工二院25所（北京遥感设备研究所）,航天科工二院25所（北京遥感设备研究所）,其他,1,1,1,北京,08:30,,,,数据不足,1
航天科工网络信息发展,航天科工网络信息发展,互联网,1,1,1,西安,09:00,18:30,9.5,81.0,良好,1
航天科工集团三院,航天科工集团三院,其他,1,1,1,天津,08:30,16:30,8.0,97.3,舒适,1
航天科技,航天科技,其他,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,1
船奇科技,船奇科技,互联网,1,1,1,深圳,09:00,20:00,11.0,60.8,一般,0
良医汇,良医汇,互联网,1,1,1,苏州,09:30,18:30,9.0,91.4,舒适,1
艺画开天,艺画开天,其他,1,1,1,武汉,10:00,12:00,2.0,100.0,舒适,1
艾奕康设计与咨询（深圳）,艾奕康设计与咨询（深圳）,其他,1,1,1,深圳,10:00,11:00,1.0,100.0,舒适,1
艾瑞咨询,艾瑞咨询,互联网,1,1,1,上海,09:40,18:40,9.0,90.7,舒适,1
cider,cider,互联网,1,1,1,北京,10:00,21:00,11.0,51.6,偏卷,0
convertlab营销云,convertlab营销云,互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
cscec,cscec,其他,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,0
Weee!(贝海网络）,Weee!(贝海网络）,外企,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
Weta Digital,Weta Digital,互联网,1,1,1,,09:00,17:00,8.0,98.7,舒适,0
Wiredcraft,Wiredcraft,互联网,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,0
W广告公司,W广告公司,互联网,1,1,1,上海,11:00,20:00,9.0,84.7,良好,1
XX高校网络管理,XX高校网络管理,其他,1,1,1,杭州,08:00,16:00,8.0,96.0,舒适,1
Xsky,Xsky,互联网,1,1,1,成都,09:00,18:00,9.0,92.4,舒适,0
YANGMING MARINA TRANSPORT CORP.,YANGMING MARINA TRANSPORT CORP.,外企,1,1,1,广州,08:45,19:00,10.2,69.6,一般,0
Yalla,Yalla,互联网,1,1,1,深圳,09:18,18:18,9.0,91.8,舒适,1
TRSDSJ,TRSDSJ,互联网,1,1,1,广州,,,,,数据不足,1
Thoughtworks,Thoughtworks,互联网,1,1,1,成都,09:30,18:00,8.5,96.8,舒适,0
UCloud,UCloud,互联网,1,1,1,上海,09:30,18:30,9.0,91.4,舒适,0
苏州逸美徳科技,苏州逸美徳科技,其他,1,1,1,苏州,08:00,10:00,2.0,100.0,舒适,1
苏州金螳螂,苏州金螳螂,其他,1,1,1,苏州,09:00,18:00,9.0,92.4,舒适,1
苏州麦迪斯顿,苏州麦迪斯顿,其他,1,1,1,苏州,08:50,17:30,8.7,93.8,舒适,0
苏芯物联,苏芯物联,互联网,1,1,1,南京,08:45,17:45,9.0,87.2,舒适,1
花卉交通,花卉交通,其他,1,1,1,广州,09:00,21:30,12.5,38.6,很卷,1
花旗金融citi group,花旗金融citi group,外企,1,1,1,上海,09:30,19:30,10.0,80.6,良好,0
苍穹数码技术,苍穹数码技术,互联网,1,1,1,武汉,08:30,18:00,9.5,87.9,舒适,1
苏东吴物业,苏东吴物业,其他,1,1,1,苏州,08:00,17:18,9.3,81.8,良好,1
